Harvester,Time,Plant_ID,Uncolonized_roots,Total_root_tips,Colonized_tips,Soil_mass_extraction_tube,Wet_root_mass_env,Wet_root_mass_frozen,Frozen,Wet_root_mass_total,Notes,Wet_shoot_mass,harvesttime,harvest_datetime,env_g,env_soil_wet_g,env_soil_dry_g,soil_wet_g,soil_dry_g,Date,Time_water_potential,Water_potential_negative_MPa,Water_potential_negative_bar,Water_potential_MPa,Water_potential_notes,Batch,Date_harvested,N_level,Water,Spore,soil_moisture_loss,soil_moisture_loss_corrected,soil_moisture_pct,days_since_watering,water_potential_formatted_time,water_potential_lag,lagnumeric,water_potential_corrected
MH,1899-12-31T11:07:00Z,RS575,172,314,142,1.63,0.41,0.28999999999999998,0.4777777777777778,NA,NA,NA,11:07:00,2022-04-01T11:07:00Z,3.87,47.4,33.98,43.53,30.11,2022-04-01,12:04,1.906,NA,-1.906,"could also be RS499, both labels are on the bag.",Wet day 10,1 April 2022,high,wet,spore,13.420000000000002,13.420000000000002,30.82931311739031,10,2022-04-01T12:04:00Z,57,57,-1.7157168999999999
MH,1899-12-31T11:34:00Z,RS016,"NA","NA","NA",1.42,0.16,0.28999999999999998,0.48680555555555555,NA,NA,NA,11:34:00,2022-04-01T11:34:00Z,3.88,46.11,33.94,42.23,30.06,2022-04-01,11:45,0.74,NA,-0.74,very clear,Wet day 10,1 April 2022,low,wet,NM,12.169999999999998,12.169999999999998,28.818375562396398,10,2022-04-01T11:45:00Z,11,11,-0.7032787
MH,1899-12-31T11:48:00Z,RS133,"NA","NA","NA",1.25,0.27,0.2,0.49513888888888891,NA,NA,NA,11:48:00,2022-04-01T11:48:00Z,3.85,49.33,37.08,45.48,33.23,2022-04-01,15:17,0.667,NA,-0.667,very clear,Wet day 10,1 April 2022,low,wet,NM,12.25,12.25,26.934916446789796,10,2022-04-01T15:17:00Z,209,209,0.03070470000000003
MH,1899-12-31T11:58:00Z,RS141,"NA","NA","NA",1.88,0.21,0.13,0.50208333333333333,NA,NA,NA,11:58:00,2022-04-01T11:58:00Z,3.85,47.9,35.19,44.05,31.34,2022-04-01,15:12,1.518,NA,-1.518,very clear,Wet day 10,1 April 2022,low,wet,NM,12.709999999999997,12.709999999999997,28.853575482406352,10,2022-04-01T15:12:00Z,194,194,-0.8703698
MH,1899-12-31T12:28:00Z,RS184,"NA","NA","NA",1.83,0.28000000000000003,0.32,0.52500000000000002,NA,NA,NA,12:28:00,2022-04-01T12:28:00Z,3.87,44.17,32.68,40.3,28.81,2022-04-01,14:58,0.698,NA,-0.698,very clear,Wet day 10,1 April 2022,low,wet,NM,11.489999999999998,11.489999999999998,28.511166253101734,10,2022-04-01T14:58:00Z,150,150,-0.19725499999999996
HM,1899-12-31T13:13:00Z,RS161,53,189,136,1.73,0.51,0.22,0.55555555555555558,0.75,NA,NA,13:13:00,2022-04-01T13:13:00Z,3.82,45.99,34.09,42.17,30.27,2022-04-01,14:50,1.664,NA,-1.664,very clear,Wet day 10,1 April 2022,high,wet,spore,11.900000000000002,11.900000000000002,28.219113113587863,10,2022-04-01T14:50:00Z,97,97,-1.3401849
HM,1899-12-31T13:24:00Z,RS298,160,160,0,1.76,0.45,0.24,0.56180555555555556,0.73,NA,NA,13:24:00,2022-04-01T13:24:00Z,3.87,46.99,34.91,43.12,31.04,2022-04-01,14:48,0.847,NA,-0.847,very clear,Wet day 10,1 April 2022,high,wet,NM,12.079999999999998,12.079999999999998,28.014842300556587,10,2022-04-01T14:48:00Z,84,84,-0.5665827999999999
HM,1899-12-31T13:42:00Z,RS189,70,70,0,1.53,0.1,0.12,0.57430555555555551,0.19,NA,NA,13:42:00,2022-04-01T13:42:00Z,3.93,49.39,34.05,45.46,30.12,2022-04-01,14:30,1.179,NA,-1.179,very clear,Wet day 10,1 April 2022,high,wet,NM,15.34,15.34,33.74395072591289,10,2022-04-01T14:30:00Z,48,48,-1.0187616
HM,1899-12-31T13:52:00Z,RS385,96,96,0,1.5,0.23,0.15,0.58125000000000004,0.4,NA,NA,13:52:00,2022-04-01T13:52:00Z,3.81,50.22,34.32,46.41,30.51,2022-04-01,14:27,1.02,NA,-1.02,very clear,Wet day 10,1 April 2022,high,wet,NM,15.899999999999995,15.899999999999995,34.259857789269546,10,2022-04-01T14:27:00Z,35,35,-0.9031595
HM,1899-12-31T14:00:00Z,RS150,85,85,0,1.8,0.13,0.19,0.58819444444444446,0.32,NA,NA,14:00:00,2022-04-01T14:00:00Z,3.94,50.14,35.04,46.2,31.1,2022-04-01,14:21,0.745,NA,-0.745,very clear,Wet day 10,1 April 2022,high,wet,NM,15.100000000000001,15.100000000000001,32.683982683982684,10,2022-04-01T14:21:00Z,21,21,-0.6748957
HM,1899-12-31T14:11:00Z,RS275,120,120,0,1.38,0.18,0.24,0.59444444444444444,0.41,NA,NA,14:11:00,2022-04-01T14:11:00Z,3.82,49.75,34.66,45.93,30.84,2022-04-01,16:13,0.949,NA,-0.949,very clear,Wet day 10,1 April 2022,high,wet,NM,15.09,15.09,32.85434356629654,10,2022-04-01T16:13:00Z,122,122,-0.5417273999999999
HM,1899-12-31T14:35:00Z,RS406,116,116,0,1.73,0.24,0.23,0.61111111111111116,0.47,NA,NA,14:35:00,2022-04-01T14:35:00Z,3.86,50.71,35.04,46.85,31.18,2022-04-01,16:08,1.242,NA,-1.242,very clear,Wet day 7 part B,1 April 2022,high,wet,NM,15.670000000000002,15.670000000000002,33.447171824973324,7,2022-04-01T16:08:00Z,93,93,-0.9315381
HM,1899-12-31T14:46:00Z,RS381,125,125,0,1.75,0.21,0.19,0.61944444444444446,0.39,NA,NA,14:46:00,2022-04-01T14:46:00Z,3.91,51.12,34.15,47.21,30.24,2022-04-01,16:05,1.521,NA,-1.521,very clear,Wet day 7 part B,1 April 2022,low,wet,NM,16.970000000000002,16.970000000000002,35.94577420038128,7,2022-04-01T16:05:00Z,79,79,-1.2572743
HM,1899-12-31T14:56:00Z,RS562,44,191,147,1.5,0.22,0.26,0.62638888888888888,0.49,NA,NA,14:56:00,2022-04-01T14:56:00Z,3.83,49.8,36.44,45.97,32.61,2022-04-01,16:02,1.279,NA,-1.279,very clear,Wet day 7 part B,1 April 2022,high,wet,spore,13.36,13.36,29.062432020883183,7,2022-04-01T16:02:00Z,66,66,-1.0586722
HM,1899-12-31T15:06:00Z,RS280,133,133,0,1.88,0.34,0.24,0.6333333333333333,0.61,NA,NA,15:06:00,2022-04-01T15:06:00Z,3.9,52.78,35.1,48.88,31.2,2022-04-01,16:00,1.094,NA,-1.094,very clear,Wet day 7 part B,1 April 2022,high,wet,NM,17.680000000000003,17.680000000000003,36.17021276595745,7,2022-04-01T16:00:00Z,54,54,-0.9137318000000001
HM,1899-12-31T15:15:00Z,RS348,138,138,0,1.99,0.43,0.26,0.64166666666666672,0.71,NA,NA,15:15:00,2022-04-01T15:15:00Z,3.83,54.3,35.6,50.47,31.77,2022-04-01,15:58,0.821,NA,-0.821,very clear,Wet day 7 part B,1 April 2022,high,wet,spore,18.7,18.7,37.05171388943927,7,2022-04-01T15:58:00Z,43,43,-0.6774530999999999
HM,1899-12-31T09:27:00Z,RS523,53,126,73,1.77,0.19,0.24,0.39930555555555558,0.47,NA,NA,09:27:00,2022-04-05T09:27:00Z,3.88,39.99,32.75,36.11,28.87,2022-04-05,14:18,3.245,NA,-3.245,very clear,Wet day 14,5 April 2022,high,wet,spore,7.239999999999998,7.239999999999998,20.049847687621153,14,2022-04-05T14:18:00Z,291,291,-2.2735547
